,model,dataset,num_layers,self_loops,run,train_loss,train_acc,test_acc,time
67,MLP,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",5,True,0,0.0321885421872139,1.0,0.535,0.1349284648895263
68,GCN,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",6,False,0,2.134242057800293,0.1833333333333333,0.125,0.2354698181152343
69,GCN,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",6,True,0,1.992234706878662,0.2966666666666667,0.22,0.2261383533477783
70,MLP,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",6,False,0,0.0135456547141075,1.0,0.445,0.1420738697052002
71,MLP,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",6,True,0,0.0213304553180933,0.9966666666666668,0.495,0.14963960647583
72,GCN,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",1,False,0,2.1887810230255127,0.19,0.09,0.0935266017913818
73,GCN,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",1,True,0,2.1406307220458984,0.25,0.105,0.0879976749420166
74,MLP,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",1,False,0,1.4237937927246094,0.74,0.72,0.0740449428558349
75,MLP,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",1,True,0,1.4487602710723877,0.7266666666666667,0.69,0.064868688583374
76,GCN,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",2,False,0,1.64933443069458,0.52,0.45,0.1131191253662109
77,GCN,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",2,True,0,1.7420576810836792,0.42,0.39,0.1293268203735351
78,MLP,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",2,False,0,0.486198365688324,0.85,0.715,0.1031029224395752
79,MLP,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",2,True,0,0.4549958407878876,0.85,0.72,0.0922355651855468
80,GCN,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",3,False,0,2.1511712074279785,0.2,0.13,0.162649393081665
81,GCN,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",3,True,0,2.054457426071167,0.2766666666666666,0.165,0.1614859104156494
82,MLP,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",3,False,0,0.2602782249450683,0.9366666666666666,0.68,0.1191942691802978
83,MLP,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",3,True,0,0.2947935163974762,0.9233333333333332,0.69,0.1186332702636718
84,GCN,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",4,False,0,2.1380109786987305,0.21,0.18,0.1804714202880859
85,GCN,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",4,True,0,2.057851791381836,0.2466666666666666,0.195,0.1775109767913818
86,MLP,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",4,False,0,0.100600428879261,0.99,0.7,0.1178507804870605
87,MLP,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",4,True,0,0.0684311166405677,0.9966666666666668,0.62,0.1403141021728515
88,GCN,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",5,False,0,2.232417106628418,0.16,0.085,0.1893255710601806
89,GCN,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",5,True,0,2.215770959854126,0.16,0.105,0.1933004856109619
90,MLP,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",5,False,0,0.0422112606465816,1.0,0.595,0.1505370140075683
91,MLP,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",5,True,0,0.036515686661005,0.9966666666666668,0.605,0.1315248012542724
92,GCN,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",6,False,0,2.258824110031128,0.13,0.085,0.2239041328430175
93,GCN,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",6,True,0,2.251547813415528,0.1533333333333333,0.1,0.246152639389038
94,MLP,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",6,False,0,0.0338047109544277,0.9966666666666668,0.5,0.1415038108825683
95,MLP,"$p_{ii}=\nicefrac{1}{100}$, $p_{ij}=\nicefrac{9}{900}$",6,True,0,0.0365355722606182,0.9966666666666668,0.54,0.1444931030273437
96,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",1,False,1,1.6551121473312378,0.78,0.745,0.0876665115356445
97,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",1,True,1,1.628100872039795,0.9,0.83,0.0902295112609863
98,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",1,False,1,1.378015160560608,0.7533333333333333,0.7,0.0647599697113037
99,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",1,True,1,1.3114222288131714,0.78,0.695,0.0615301132202148
100,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",2,False,1,0.3997887969017029,0.9633333333333334,0.95,0.1215007305145263
101,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",2,True,1,0.2901914715766907,0.9766666666666668,0.94,0.1144270896911621
102,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",2,False,1,0.423652321100235,0.8566666666666667,0.72,0.0797278881072998
103,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",2,True,1,0.4140614867210388,0.8666666666666667,0.685,0.0791535377502441
104,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",3,False,1,0.2668740451335907,0.9433333333333334,0.905,0.1486775875091552
105,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",3,True,1,0.109409675002098,0.98,0.925,0.1445202827453613
106,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",3,False,1,0.2659754455089569,0.92,0.69,0.0996413230895996
107,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",3,True,1,0.2140113562345504,0.94,0.67,0.1014373302459716
108,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",4,False,1,0.1479016542434692,0.95,0.875,0.1832516193389892
109,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",4,True,1,0.1139355972409248,0.97,0.875,0.181647777557373
110,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",4,False,1,0.1056364253163337,0.9866666666666668,0.59,0.1232178211212158
111,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",4,True,1,0.0856417343020439,0.9833333333333332,0.62,0.1284971237182617
112,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",5,False,1,0.3941368758678436,0.87,0.83,0.1966085433959961
113,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",5,True,1,0.1720625311136245,0.94,0.86,0.1864347457885742
114,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",5,False,1,0.0515581406652927,0.9866666666666668,0.575,0.1424670219421386
115,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",5,True,1,0.0540441125631332,0.99,0.58,0.1407058238983154
116,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",6,False,1,0.8144747614860535,0.7233333333333334,0.58,0.2236778736114502
117,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",6,True,1,0.5251158475875854,0.8233333333333334,0.74,0.2238686084747314
118,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",6,False,1,0.0405679754912853,0.9866666666666668,0.53,0.1572685241699218
119,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{3}{900}$",6,True,1,0.0235400218516588,0.9933333333333332,0.46,0.1595430374145507
120,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",1,False,1,1.845181107521057,0.6766666666666666,0.645,0.0950846672058105
121,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",1,True,1,1.757025957107544,0.7433333333333333,0.685,0.0864498615264892
122,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",1,False,1,1.3542113304138184,0.79,0.715,0.0648391246795654
123,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",1,True,1,1.3660519123077393,0.81,0.695,0.0758113861083984
124,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",2,False,1,0.6700629591941833,0.9433333333333334,0.93,0.1301331520080566
125,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",2,True,1,0.7142985463142395,0.96,0.91,0.1212859153747558
126,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",2,False,1,0.3734139502048492,0.9033333333333332,0.74,0.0981698036193847
127,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",2,True,1,0.3932776153087616,0.8866666666666667,0.72,0.1096777915954589
128,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",3,False,1,0.578712522983551,0.8533333333333334,0.805,0.1543986797332763
129,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",3,True,1,0.4125227928161621,0.9,0.84,0.1869196891784668
130,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",3,False,1,0.2249515056610107,0.94,0.67,0.1035664081573486
131,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",3,True,1,0.1917430311441421,0.9633333333333334,0.71,0.0996267795562744
132,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",4,False,1,0.933133065700531,0.7,0.705,0.1723940372467041
133,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",4,True,1,0.4030008912086487,0.8866666666666667,0.775,0.1750056743621826
134,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",4,False,1,0.0697553232312202,0.99,0.66,0.1240701675415039
135,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",4,True,1,0.0695894062519073,0.99,0.635,0.1286385059356689
136,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",5,False,1,1.6774977445602417,0.3933333333333333,0.315,0.19321870803833
137,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",5,True,1,1.1758815050125122,0.6666666666666666,0.635,0.2061648368835449
138,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",5,False,1,0.0444409921765327,0.99,0.65,0.1437819004058838
139,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",5,True,1,0.0299009606242179,1.0,0.61,0.1372377872467041
140,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",6,False,1,1.791979193687439,0.27,0.2,0.2299349308013916
141,GCN,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",6,True,1,1.688906192779541,0.3333333333333333,0.23,0.234365701675415
142,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",6,False,1,0.0360436849296093,0.9933333333333332,0.57,0.1371932029724121
143,MLP,"$p_{ii}=\nicefrac{6}{100}$, $p_{ij}=\nicefrac{6}{900}$",6,True,1,0.0158594455569982,0.9966666666666668,0.46,0.1489074230194091
144,GCN,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",1,False,1,1.9854793548583984,0.3933333333333333,0.335,0.0936877727508544
145,GCN,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",1,True,1,1.8885709047317505,0.5166666666666667,0.455,0.0802946090698242
146,MLP,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",1,False,1,1.3640167713165283,0.7866666666666666,0.72,0.0653738975524902
147,MLP,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",1,True,1,1.326459884643555,0.7833333333333333,0.715,0.0615561008453369
148,GCN,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",2,False,1,1.13196063041687,0.71,0.695,0.1139914989471435
149,GCN,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",2,True,1,1.1089683771133425,0.76,0.73,0.1161234378814697
150,MLP,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",2,False,1,0.4237454533576965,0.8633333333333333,0.73,0.0933599472045898
151,MLP,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",2,True,1,0.3945607244968414,0.8666666666666667,0.695,0.0905137062072753
152,GCN,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",3,False,1,1.6892707347869873,0.44,0.335,0.1643469333648681
153,GCN,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",3,True,1,1.0484750270843506,0.66,0.645,0.1594548225402832
154,MLP,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",3,False,1,0.2060461938381195,0.96,0.695,0.1019074916839599
155,MLP,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",3,True,1,0.209583431482315,0.94,0.665,0.1274778842926025
156,GCN,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",4,False,1,1.4154527187347412,0.5433333333333333,0.485,0.1733679771423339
157,GCN,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",4,True,1,1.539950251579285,0.4633333333333333,0.37,0.16453218460083
158,MLP,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",4,False,1,0.145925223827362,0.96,0.67,0.1218557357788086
159,MLP,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",4,True,1,0.0904915332794189,0.99,0.64,0.1222641468048095
160,GCN,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",5,False,1,2.049607038497925,0.2366666666666666,0.195,0.1924452781677246
161,GCN,"$p_{ii}=\nicefrac{3}{100}$, $p_{ij}=\nicefrac{6}{900}$",5,True,1,1.877485752105713,0.3233333333333333,0.245,0.1945300102233886
